provider,model,chunk_size,mode,reranker_model,k_retrieve,k_rerank,question_id,question,doc_name,evidence_pages,initial_mrr_k_retrieve,initial_recall_k_retrieve,initial_precision_k_retrieve,initial_f1_k_retrieve,initial_mrr_k_rerank,initial_recall_k_rerank,initial_precision_k_rerank,initial_f1_k_rerank,reranked_mrr,reranked_recall,reranked_precision,reranked_f1,mrr_improvement,recall_improvement,precision_improvement,f1_improvement
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,25,What industry does AMCOR primarily operate in?,AMCOR_2023_10K,[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,26,"Does AMCOR have an improving gross margin profile as of FY2023? If gross margin is not a useful metric for a company like this, then state that and explain why.",AMCOR_2023_10K,[49],0.1,1.0,0.0125,0.0247,0.1,1.0,0.05,0.0952,0.0,0.0,0.0,0.0,-0.1,-1.0,-0.05,-0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,27,What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,AMCOR_2023Q2_10Q,[14],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,28,What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,AMCOR_2023Q4_EARNINGS,[11],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,29,"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of FX movement, passthrough costs and one-off items?",AMCOR_2023Q4_EARNINGS,[9],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,30,"Answer the following question as if you are an equity research analyst and have lost internet connection so you do not have access to financial metric providers. According to the details clearly outlined within the P&L statement and the statement of cash flows, what is the FY2015 depreciation and amortization (D&A from cash flow statement) % margin for AMD?",AMD_2015_10K,"[55, 59]",0.0556,0.5,0.0125,0.0244,0.0556,0.5,0.05,0.0909,0.0,0.0,0.0,0.0,-0.0556,-0.5,-0.05,-0.0909
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,31,"Does AMD have a reasonably healthy liquidity profile based on its quick ratio for FY22? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",AMD_2022_10K,[55],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,32,What are the major products and services that AMD sells as of FY22?,AMD_2022_10K,[3],0.0333,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.2,1.0,0.05,0.0952,0.2,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,33,What drove revenue change as of the FY22 for AMD?,AMD_2022_10K,[42],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,34,"What drove operating margin change as of the FY22 for AMD? If operating margin is not a useful metric for a company like this, then please state that and explain why.",AMD_2022_10K,[42],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,35,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for AMD in FY22?",AMD_2022_10K,[57],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,36,"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally increase the most?",AMD_2022_10K,[47],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,37,Did AMD report customer concentration in FY22?,AMD_2022_10K,[11],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,38,Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,AMERICANEXPRESS_2022_10K,[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,39,What are the geographies that American Express primarily operates in as of 2022?,AMERICANEXPRESS_2022_10K,[154],0.0333,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0909,1.0,0.05,0.0952,0.0909,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,40,"Does AMEX have an improving operating margin profile as of 2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",AMERICANEXPRESS_2022_10K,[95],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,41,"What drove gross margin change as of the FY2022 for American Express? If gross margin is not a useful metric for a company like this, then please state that and explain why.",AMERICANEXPRESS_2022_10K,[95],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,42,How much has the effective tax rate of American Express changed between FY2021 and FY2022?,AMERICANEXPRESS_2022_10K,[43],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,43,What was the largest liability in American Express's Balance Sheet in 2022?,AMERICANEXPRESS_2022_10K,[97],0.0385,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,44,Was American Express able to retain card members during 2022?,AMERICANEXPRESS_2022_10K,[44],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,45,How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or extract the answer by primarily using the details outlined in the statement of cash flows.,AMERICANWATERWORKS_2020_10K,[85],0.3333,1.0,0.0375,0.0723,0.3333,1.0,0.1,0.1818,0.3333,1.0,0.15,0.2609,0.0,0.0,0.04999999999999999,0.07910000000000003
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,46,"Basing your judgments off of the cash flow statement and the income statement, what is American Water Works's FY2021 unadjusted operating income + depreciation and amortization from the cash flow statement (unadjusted EBITDA) in USD millions?",AMERICANWATERWORKS_2021_10K,"[85, 87]",0.5,1.0,0.0375,0.0723,0.5,1.0,0.15,0.2609,0.3333,0.5,0.1,0.1667,-0.16670000000000001,-0.5,-0.04999999999999999,-0.09420000000000003
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,47,"Does American Water Works have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",AMERICANWATERWORKS_2022_10K,"[80, 81]",0.0323,1.0,0.0375,0.0723,0.0,0.0,0.0,0.0,0.1667,0.5,0.05,0.0909,0.1667,0.5,0.05,0.0909
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,48,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.",BESTBUY_2017_10K,[55],0.0526,1.0,0.025,0.0488,0.0526,1.0,0.05,0.0952,0.0,0.0,0.0,0.0,-0.0526,-1.0,-0.05,-0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,49,What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base your judgments on the information provided primarily in the balance sheet.,BESTBUY_2019_10K,[51],0.0833,1.0,0.0125,0.0247,0.0833,1.0,0.05,0.0952,0.0,0.0,0.0,0.0,-0.0833,-1.0,-0.05,-0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,50,"Are Best Buy's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",BESTBUY_2023_10K,[39],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,51,"What are major acquisitions that Best Buy has done in FY2023, FY2022 and FY2021?",BESTBUY_2023_10K,[50],0.0303,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.5,1.0,0.05,0.0952,0.5,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,52,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2023?",BESTBUY_2023_10K,[41],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,53,Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,BESTBUY_2024Q2_10Q,[19],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,54,Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,BESTBUY_2024Q2_10Q,[16],0.0526,1.0,0.0125,0.0247,0.0526,1.0,0.05,0.0952,0.1429,1.0,0.05,0.0952,0.09029999999999999,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,55,Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,BESTBUY_2024Q2_10Q,[17],0.013,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,56,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",BLOCK_2016_10K,[67],0.3333,1.0,0.0125,0.0247,0.3333,1.0,0.05,0.0952,0.3333,1.0,0.05,0.0952,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,57,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer in units of percents and round to one decimal place. Approach the question asked by assuming the standpoint of an investment banking analyst who only has access to the statement of income.,BLOCK_2020_10K,[85],1.0,1.0,0.0125,0.0247,1.0,1.0,0.05,0.0952,0.5,1.0,0.05,0.0952,-0.5,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,58,"Using the cash flow statement, answer the following question to the best of your abilities: how much did Block (formerly known as Square) generate in cash flow from operating activities in FY2020? Answer in USD millions.",BLOCK_2020_10K,[89],1.0,1.0,0.0125,0.0247,1.0,1.0,0.05,0.0952,0.5,1.0,0.05,0.0952,-0.5,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,59,"We need to calculate a financial metric by using information only provided within the balance sheet. Please answer the following question: what is Boeing's year end FY2018 net property, plant, and equipment (in USD millions)?",BOEING_2018_10K,[51],1.0,1.0,0.0375,0.0723,1.0,1.0,0.15,0.2609,0.0769,1.0,0.15,0.2609,-0.9231,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,60,Are there any product categories / service categories that represent more than 20% of Boeing's revenue for FY2022?,BOEING_2022_10K,[61],0.3333,1.0,0.0125,0.0247,0.3333,1.0,0.05,0.0952,0.1667,1.0,0.05,0.0952,-0.1666,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,61,Has Boeing reported any materially important ongoing legal battles from FY2022?,BOEING_2022_10K,[112],0.0385,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0556,1.0,0.05,0.0952,0.0556,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,62,"Does Boeing have an improving gross margin profile as of FY2022? If gross margin is not a useful metric for a company like this, then state that and explain why.",BOEING_2022_10K,[54],0.1111,1.0,0.0375,0.0723,0.1111,1.0,0.05,0.0952,0.2,1.0,0.1,0.1818,0.0889,0.0,0.05,0.08659999999999998
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,63,Who are the primary customers of Boeing as of FY2022?,BOEING_2022_10K,"[7, 9, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,64,Is Boeing's business subject to cyclicality?,BOEING_2022_10K,[7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,65,What production rate changes is Boeing forecasting for FY2023?,BOEING_2022_10K,[8],0.5,1.0,0.0125,0.0247,0.5,1.0,0.05,0.0952,0.5,1.0,0.05,0.0952,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,66,How does Boeing's effective tax rate in FY2022 compare to FY2021?,BOEING_2022_10K,[54],0.0175,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,67,What is the FY2017 return on assets (ROA) for Coca Cola? ROA is defined as: FY2017 net income / (average total assets between FY2016 and FY2017). Round your answer to two decimal places. Give a response to the question by relying on the details shown in the balance sheet and the P&L statement.,COCACOLA_2017_10K,"[73, 75]",1.0,1.0,0.1,0.1818,1.0,1.0,0.3,0.4615,0.2,1.0,0.15,0.2609,-0.8,0.0,-0.15,-0.2006
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,68,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clearly shown in the income statement.,COCACOLA_2021_10K,[61],0.3333,1.0,0.05,0.0952,0.3333,1.0,0.15,0.2609,0.1429,1.0,0.1,0.1818,-0.19039999999999999,0.0,-0.04999999999999999,-0.07910000000000003
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,69,What is Coca Cola's FY2022 dividend payout ratio (using total cash dividends paid and net income attributable to shareholders)? Round answer to two decimal places. Answer the question asked by assuming you only have access to information clearly displayed in the cash flow statement and the income statement.,COCACOLA_2022_10K,"[62, 65]",0.5,1.0,0.075,0.1395,0.5,1.0,0.2,0.3333,0.2,1.0,0.1,0.1818,-0.3,0.0,-0.1,-0.1515
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,70,"Based on the information provided primarily in the balance sheet and the statement of income, what is FY2020 days payable outstanding (DPO) for Corning? DPO is defined as: 365 * (average accounts payable between FY2019 and FY2020) / (FY2020 COGS + change in inventory between FY2019 and FY2020). Round your answer to two decimal places.",CORNING_2020_10K,"[69, 71]",0.2,1.0,0.025,0.0488,0.2,1.0,0.1,0.1818,0.0,0.0,0.0,0.0,-0.2,-1.0,-0.1,-0.1818
