method_type,method_subtype,method_name,rank_page_mrr,mode,baseline_page_mrr,baseline_page_recall,baseline_page_precision,baseline_page_f1,baseline_text_mrr,baseline_text_recall,baseline_text_precision,baseline_text_f1,expanded_page_mrr,expanded_page_recall,expanded_page_precision,expanded_page_f1,expanded_text_mrr,expanded_text_recall,expanded_text_precision,expanded_text_f1,delta_page_mrr,delta_page_recall,delta_page_precision,delta_page_f1,delta_text_mrr,delta_text_recall,delta_text_precision,delta_text_f1,pct_page_mrr,pct_page_recall,pct_page_precision,pct_page_f1,pct_text_mrr,pct_text_recall,pct_text_precision,pct_text_f1
query_refinement,formal,query_refinement/formal,11,global,0.40164551392879566,0.7388888888888888,0.05766666666666667,0.10576886881234708,0.2857671580798516,0.5533333333333333,0.053,0.09356616330529373,0.3592860835987771,0.7166666666666667,0.05333333333333334,0.09808959156785244,0.2607672169878052,0.5433333333333333,0.051333333333333335,0.0910595394943221,-0.042359430330018544,-0.022222222222222143,-0.004333333333333335,-0.007679277244494645,-0.024999941092046396,-0.010000000000000009,-0.0016666666666666635,-0.0025066238109716227,-10.54647166743361,-3.007518796992471,-7.514450867052025,-7.260432422813426,-8.748360469421295,-1.8072289156626522,-3.144654088050309,-2.67898535370404
domain_adaptation,accounting_perspective,domain_adaptation/accounting_perspective,12,global,0.40164551392879566,0.7388888888888888,0.05766666666666667,0.10576886881234708,0.2857671580798516,0.5533333333333333,0.053,0.09356616330529373,0.3566545813720736,0.7322222222222222,0.05533333333333334,0.10172093606876216,0.25607189963459315,0.54,0.051333333333333335,0.09129776503689548,-0.04499093255672204,-0.006666666666666599,-0.002333333333333333,-0.00404793274358492,-0.029695258445258443,-0.013333333333333308,-0.0016666666666666635,-0.002268398268398253,-11.201651953393435,-0.9022556390977352,-4.0462427745664735,-3.827149509149689,-10.391417489955487,-2.409638554216863,-3.144654088050309,-2.424378844087874
hyde,financial_terminology,hyde/financial_terminology,1,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.514039296759885,0.9022222222222223,0.09459749263464433,0.16291882101237332,0.3638461750667633,0.6766666666666666,0.07255484533812707,0.1263983839986891,0.04500888341677822,0.08666666666666678,0.009873099008547909,0.017626471565157814,0.04463786554576027,0.053333333333333344,0.003154114690492399,0.006327091551437583,9.596154564043838,10.62670299727522,11.653195244004486,12.131727260396106,13.983929683015731,8.556149732620323,4.544786000174334,5.269445695537204
chain_of_thought,explicit_context,chain_of_thought/explicit_context,2,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.49352018936229464,0.8188888888888889,0.08230220977279801,0.1411858434104811,0.37551851851851853,0.6211111111111112,0.07217522564581388,0.12448161236701641,0.024489776019187837,0.0033333333333334103,-0.0024221838532984125,-0.004106506036734403,0.05631020899751549,-0.0022222222222221255,0.0027744949981792083,0.004410319919764885,5.221362052970537,0.4087193460490558,-2.858897832881441,-2.826374583629602,17.64058369345502,-0.35650623885916455,3.9977893204987014,3.6730844066681314
query_refinement,clarification,query_refinement/clarification,3,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.4922892755392756,0.8466666666666667,0.08395122089239737,0.14410773878459973,0.3712858958780011,0.6277777777777778,0.0701963896669779,0.12136796551643539,0.023258862196168795,0.0311111111111112,-0.0007731727336990485,-0.0011846106626157704,0.05207758635699805,0.004444444444444473,0.0007956590193432256,0.0012966730691838652,4.958924098415424,3.8147138964577767,-0.9125739360392416,-0.8153290019211492,16.314608612521564,0.7130124777183647,1.1464706666893618,1.0799193069013613
domain_adaptation,10k_language,domain_adaptation/10k_language,4,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.4871903096903097,0.8422222222222222,0.09144346978557505,0.15224566079936921,0.3576164761164761,0.6355555555555555,0.07555555555555556,0.12869170136191038,0.018159896347202886,0.026666666666666727,0.006719076159478629,0.006953311352153713,0.03840816659547308,0.012222222222222245,0.0061548249079208806,0.008620408914658859,3.8717950543472526,3.2697547683923784,7.930509587511583,4.785738119459512,12.03232041581484,1.9607843137254939,8.868530418174567,7.179408782033297
chain_of_thought,step_by_step,chain_of_thought/step_by_step,5,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.4820951223126146,0.8533333333333334,0.08183527446066147,0.14180768941651967,0.34703065968545843,0.6422222222222221,0.06873252166363622,0.1197758592170357,0.013064708969507788,0.03777777777777791,-0.002889119165434953,-0.0034846600306958353,0.02782235016445539,0.018888888888888844,-0.0006682089839984556,-0.00029543323021583023,2.785471602232891,4.632152588555875,-3.410020469647905,-2.398378196755506,8.716048215099724,3.0303030303030236,-0.9628270160311772,-0.24604818037218756
hyde,detailed,hyde/detailed,6,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.480003850724439,0.8833333333333333,0.08912171024709725,0.1535892618272481,0.3295670156297091,0.6622222222222222,0.07159237331296155,0.12402341348462405,0.010973437381332218,0.06777777777777783,0.004397316621000832,0.008296912380032606,0.01035870610870604,0.03888888888888886,0.0021916426653268706,0.003952121037372525,2.33960039032797,8.310626702997281,5.1901423342219015,5.710495020281066,3.245124202515306,6.2388591800356465,3.157953302328189,3.2914787180363945
term_expansion,context_addition,term_expansion/context_addition,7,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.46234121093331626,0.8333333333333334,0.08307691488651242,0.14302746878463662,0.3211869049995985,0.6266666666666667,0.068879507718517,0.11914351724496652,-0.00668920240979054,0.017777777777777892,-0.001647478739583999,-0.0022648806625788775,0.0019785954785954685,0.0033333333333334103,-0.0005212229291176734,-0.000927775202285,-1.426176686947,2.1798365122615944,-1.9445152323598929,-1.5588437183347397,0.6198446029066428,0.5347593582887824,-0.751033777675996,-0.772686945709842
hyde,basic,hyde/basic,8,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.45462818525357224,0.8677777777777778,0.08725339366515837,0.1505124778880401,0.31364362732783785,0.6455555555555555,0.06677291771409419,0.11724207455081954,-0.014402228089534563,0.05222222222222228,0.0025290000390619516,0.00522012844082459,-0.0055646821931651935,0.022222222222222254,-0.002627812933540488,-0.002829217896431979,-3.0706384233977158,6.4032697547684,2.9849727225229508,3.592844675363347,-1.7432761075410075,3.565062388591806,-3.786434103817392,-2.356281704617181
query_refinement,keyword_focused,query_refinement/keyword_focused,9,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.4506788818336806,0.8266666666666667,0.08156357694592989,0.14010615402853926,0.32617024914083736,0.6033333333333334,0.06476314970432617,0.1132510940481955,-0.0183515315094262,0.011111111111111183,-0.003160816680166531,-0.005186195418676237,0.006961939619834323,-0.019999999999999907,-0.004637580943308503,-0.006820198399056024,-3.9126527805781373,1.3623978201634965,-3.730704399155417,-3.56948967953772,2.181002001571092,-3.2085561497326056,-6.682322938146994,-5.680124082991946
term_expansion,abbreviation_synonym,term_expansion/abbreviation_synonym,10,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.4449433583845349,0.8622222222222223,0.08545494864612513,0.14723347477069376,0.32012387503563977,0.6433333333333333,0.0678458605664488,0.11850088544091776,-0.024087054958571885,0.046666666666666856,0.0007305550200287086,0.00194112532347826,0.0009155655146367292,0.020000000000000018,-0.0015548700811858773,-0.0015704070063337627,-5.135499590929861,5.722070844686672,0.8622723501011713,1.3360134452113517,0.2868238348840626,3.2085561497326234,-2.2404232155427177,-1.3078954796989943
query_refinement,formal,query_refinement/formal,11,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.4281785337412272,0.8222222222222222,0.08007358926476574,0.13800476305625048,0.30103769962980487,0.61,0.06551649548708373,0.11392368543647315,-0.04085187960187958,0.00666666666666671,-0.004650804361330682,-0.007287586390965023,-0.018170609891198175,-0.013333333333333308,-0.0038842351605509473,-0.006147607010778378,-8.709857279978872,0.8174386920980979,-5.489333310375163,-5.015808759849804,-5.6923987719695,-2.1390374331550763,-5.596821711103024,-5.119964052589074
domain_adaptation,accounting_perspective,domain_adaptation/accounting_perspective,12,singledoc,0.4690304133431068,0.8155555555555555,0.08472439362609642,0.1452923494472155,0.31920830952100304,0.6233333333333333,0.06940073064763468,0.12007129244725152,0.42756901976019623,0.8377777777777778,0.08276767676767677,0.14334770368402083,0.2990333054744819,0.62,0.0678095238095238,0.11860267660927237,-0.041461393582910566,0.022222222222222365,-0.001956716858419652,-0.001944645763194669,-0.020175004046521117,-0.0033333333333332993,-0.0015912068381108702,-0.0014686158379791509,-8.83980919006644,2.724795640326993,-2.309508247477092,-1.3384364494024208,-6.320325456688544,-0.5347593582887646,-2.2927811036887142,-1.2231198715749045
