query_id,question,company,question_type,baseline_rank,baseline_mrr,rerank_rank,rerank_mrr,rank_improvement,mrr_improvement
financebench_id_00288,Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,Best Buy,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00460,Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,Best Buy,novel-generated,2,0.5,1,1.0,1,0.5
financebench_id_01902,Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,Best Buy,novel-generated,2,0.5,1,1.0,1,0.5
financebench_id_04660,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",Block,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_03838,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer in units of percents and round to one decimal place. Approach the question asked by assuming the standpoint of an investment banking analyst who only has access to the statement of income.,Block,metrics-generated,6,0.16666666666666666,2,0.5,4,0.33333333333333337
financebench_id_07661,"Using the cash flow statement, answer the following question to the best of your abilities: how much did Block (formerly known as Square) generate in cash flow from operating activities in FY2020? Answer in USD millions.",Block,metrics-generated,2,0.5,1,1.0,1,0.5
financebench_id_10285,"We need to calculate a financial metric by using information only provided within the balance sheet. Please answer the following question: what is Boeing's year end FY2018 net property, plant, and equipment (in USD millions)?",Boeing,metrics-generated,2,0.5,1,1.0,1,0.5
financebench_id_00517,Are there any product categories / service categories that represent more than 20% of Boeing's revenue for FY2022?,Boeing,domain-relevant,5,0.2,1,1.0,4,0.8
financebench_id_01091,Has Boeing reported any materially important ongoing legal battles from FY2022?,Boeing,domain-relevant,1,1.0,1,1.0,0,0.0
financebench_id_00678,"Does Boeing have an improving gross margin profile as of FY2022? If gross margin is not a useful metric for a company like this, then state that and explain why.",Boeing,domain-relevant,11,0.09090909090909091,1,1.0,10,0.9090909090909091
financebench_id_01290,Who are the primary customers of Boeing as of FY2022?,Boeing,domain-relevant,3,0.3333333333333333,17,0.058823529411764705,-14,-0.2745098039215686
financebench_id_00464,Is Boeing's business subject to cyclicality?,Boeing,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00494,What production rate changes is Boeing forecasting for FY2023?,Boeing,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00585,How does Boeing's effective tax rate in FY2022 compare to FY2021?,Boeing,novel-generated,7,0.14285714285714285,4,0.25,3,0.10714285714285715
financebench_id_03473,What is the FY2017 return on assets (ROA) for Coca Cola? ROA is defined as: FY2017 net income / (average total assets between FY2016 and FY2017). Round your answer to two decimal places. Give a response to the question by relying on the details shown in the balance sheet and the P&L statement.,Coca-Cola,metrics-generated,3,0.3333333333333333,2,0.5,1,0.16666666666666669
financebench_id_09724,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clearly shown in the income statement.,Coca-Cola,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_06272,What is Coca Cola's FY2022 dividend payout ratio (using total cash dividends paid and net income attributable to shareholders)? Round answer to two decimal places. Answer the question asked by assuming you only have access to information clearly displayed in the cash flow statement and the income statement.,Coca-Cola,metrics-generated,2,0.5,1,1.0,1,0.5
financebench_id_10130,"Based on the information provided primarily in the balance sheet and the statement of income, what is FY2020 days payable outstanding (DPO) for Corning? DPO is defined as: 365 * (average accounts payable between FY2019 and FY2020) / (FY2020 COGS + change in inventory between FY2019 and FY2020). Round your answer to two decimal places.",Corning,metrics-generated,2,0.5,2,0.5,0,0.0
financebench_id_02981,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 year average unadjusted operating income % margin for Corning? Answer in units of percents and round to one decimal place.",Corning,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_01346,How much has the effective tax rate of Corning changed between FY2021 and FY2022?,Corning,domain-relevant,4,0.25,3,0.3333333333333333,1,0.08333333333333331
financebench_id_00005,"Does Corning have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",Corning,domain-relevant,1,1.0,2,0.5,-1,-0.5
financebench_id_04209,"Using only the information within the balance sheet, how much total assets did Costco have at the end of FY2021? Answer in USD millions.",Costco,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_05915,What is the FY2018 fixed asset turnover ratio for CVS Health? Fixed asset turnover ratio is defined as: FY2018 revenue / (average PP&E between FY2017 and FY2018). Round your answer to two decimal places. Calculate what was asked by utilizing the line items clearly shown in the P&L statement and the balance sheet.,CVS Health,metrics-generated,6,0.16666666666666666,3,0.3333333333333333,3,0.16666666666666666
financebench_id_00790,Is CVS Health a capital-intensive business based on FY2022 data?,CVS Health,domain-relevant,1,1.0,2,0.5,-1,-0.5
financebench_id_01107,"Has CVS Health reported any materially important ongoing legal battles from 2022, 2021 and 2020?",CVS Health,domain-relevant,3,0.3333333333333333,1,1.0,2,0.6666666666666667
financebench_id_01244,Has CVS Health paid dividends to common shareholders in Q2 of FY2022?,CVS Health,domain-relevant,1,1.0,1,1.0,0,0.0
financebench_id_00839,Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,Foot Locker,novel-generated,2,0.5,2,0.5,0,0.0
financebench_id_00822,Were there any board member nominees who had substantially more votes against joining than the other nominees?,Foot Locker,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_04103,What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO. DIO is defined as: 365 * (average inventory between FY2018 and FY2019) / (FY2019 COGS). DSO is defined as: 365 * (average accounts receivable between FY2018 and FY2019) / (FY2019 Revenue). DPO is defined as: 365 * (average accounts payable between FY2018 and FY2019) / (FY2019 COGS + change in inventory between FY2018 and FY2019). Round your answer to two decimal places. Address the question by using the line items and information shown within the income statement and the balance sheet.,General Mills,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_03471,"By drawing conclusions from the information stated only in the statement of financial position, what is General Mills's FY2020 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",General Mills,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_04854,"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",General Mills,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_10136,We want to calculate a financial metric. Please help us compute it by basing your answers off of the cash flow statement and the income statement. Here's the question: what is the FY2022 retention ratio (using total cash dividends paid and net income attributable to shareholders) for General Mills? Round answer to two decimal places.,General Mills,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_00956,Are JnJ's FY2022 financials that of a high growth company?,Johnson & Johnson,domain-relevant,1,1.0,6,0.16666666666666666,-5,-0.8333333333333334
financebench_id_00669,"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.",Johnson & Johnson,domain-relevant,3,0.3333333333333333,2,0.5,1,0.16666666666666669
financebench_id_00711,Roughly how many times has JnJ sold its inventory in FY2022? Calculate inventory turnover ratio for FY2022; if conventional inventory management is not meaningful for the company then state that and explain why.,Johnson & Johnson,domain-relevant,1,1.0,1,1.0,0,0.0
financebench_id_00651,Is growth in JnJ's adjusted EPS expected to accelerate in FY2023?,Johnson & Johnson,novel-generated,1,1.0,2,0.5,-1,-0.5
financebench_id_01484,How did JnJ's US sales growth compare to international sales growth in FY2022?,Johnson & Johnson,novel-generated,5,0.2,6,0.16666666666666666,-1,-0.033333333333333354
financebench_id_01488,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?",Johnson & Johnson,novel-generated,3,0.3333333333333333,1,1.0,2,0.6666666666666667
financebench_id_01490,"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",Johnson & Johnson,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_01491,"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",Johnson & Johnson,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_01487,Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,Johnson & Johnson,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00299,Which of JPM's business segments had the lowest net revenue in 2021 Q1?,JPMorgan,novel-generated,12,0.08333333333333333,3,0.3333333333333333,9,0.25
financebench_id_02119,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",JPMorgan,novel-generated,10,0.1,4,0.25,6,0.15
financebench_id_00206,"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",JPMorgan,domain-relevant,-1,0.0,-1,0.0,0,0.0
financebench_id_00394,"In 2022 Q2, which of JPM's business segments had the highest net income?",JPMorgan,novel-generated,-1,0.0,2,0.5,0,0.5
financebench_id_02049,"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",JPMorgan,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_10499,What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY2019 COGS) / (average inventory between FY2018 and FY2019). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the balance sheet and the P&L statement.,Kraft Heinz,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_04412,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the balance sheet and the P&L statement, what is Lockheed Martin's FY2020 asset turnover ratio? Asset turnover ratio is defined as: FY2020 revenue / (average total assets between FY2019 and FY2020). Round your answer to two decimal places.",Lockheed Martin,metrics-generated,2,0.5,2,0.5,0,0.0
financebench_id_03031,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,Lockheed Martin,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_03718,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,Lockheed Martin,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_04171,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",MGM Resorts,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_03849,What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in units of percents and round to one decimal place. Please utilize information provided primarily within the statement of cash flows and the statement of income.,MGM Resorts,metrics-generated,3,0.3333333333333333,2,0.5,1,0.16666666666666669
financebench_id_01254,Has MGM Resorts paid dividends to common shareholders in FY2022?,MGM Resorts,domain-relevant,3,0.3333333333333333,3,0.3333333333333333,0,0.0
financebench_id_00382,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,MGM Resorts,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_01911,What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,MGM Resorts,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_01912,Which region had the worst topline performance for MGM during FY2022?,MGM Resorts,novel-generated,3,0.3333333333333333,1,1.0,2,0.6666666666666667
financebench_id_00407,Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,MGM Resorts,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_04700,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,Microsoft,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_00552,Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,Microsoft,domain-relevant,9,0.1111111111111111,2,0.5,7,0.3888888888888889
financebench_id_04458,We want to calculate a financial metric. Please help us compute it by basing your answers off of the statement of income and the statement of cash flows. Here's the question: what is the FY2015 unadjusted EBITDA % margin for Netflix? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement).,Netflix,metrics-generated,2,0.5,1,1.0,1,0.5
financebench_id_03282,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,Netflix,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_04302,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",Nike,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_03531,"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",Nike,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_04080,"When primarily referencing the income statement and the statement of financial position, what is the FY2021 inventory turnover ratio for Nike? Inventory turnover ratio is defined as: (FY2021 COGS) / (average inventory between FY2020 and FY2021). Round your answer to two decimal places.",Nike,metrics-generated,4,0.25,1,1.0,3,0.75
financebench_id_01163,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?",Nike,domain-relevant,2,0.5,1,1.0,1,0.5
financebench_id_00080,"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",Paypal,domain-relevant,1,1.0,1,1.0,0,0.0
financebench_id_04980,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,PepsiCo,metrics-generated,1,1.0,1,1.0,0,0.0
financebench_id_01009,What are the geographies that Pepsico primarily operates in as of FY2022?,PepsiCo,domain-relevant,5,0.2,2,0.5,3,0.3
financebench_id_00735,Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,PepsiCo,domain-relevant,2,0.5,2,0.5,0,0.0
financebench_id_01328,What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,PepsiCo,domain-relevant,1,1.0,5,0.2,-4,-0.8
financebench_id_03620,What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows and the income statement.,PepsiCo,metrics-generated,2,0.5,1,1.0,1,0.5
financebench_id_04481,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement). Give a response to the question by relying on the details shown in the statement of cash flows and the P&L statement.,PepsiCo,metrics-generated,10,0.1,1,1.0,9,0.9
financebench_id_01482,"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",PepsiCo,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00705,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?",PepsiCo,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00882,"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?",PepsiCo,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_01474,"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",PepsiCo,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_01476,"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",PepsiCo,novel-generated,1,1.0,2,0.5,-1,-0.5
financebench_id_00302,Did Pfizer grow its PPNE between FY20 and FY21?,Pfizer,novel-generated,15,0.06666666666666667,4,0.25,11,0.18333333333333335
financebench_id_00702,Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,Pfizer,novel-generated,18,0.05555555555555555,5,0.2,13,0.14444444444444446
financebench_id_02416,What are three main companies acquired by Pfizer mentioned in this 10K report?,Pfizer,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00283,How much does Pfizer expect to pay to spin off Upjohn in the future in USD million?,Pfizer,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00724,"For Pfizer, which geographic region had the biggest drop in Q22023 year over year revenues (on a percentage basis)?",Pfizer,novel-generated,4,0.25,1,1.0,3,0.75
financebench_id_02419,"As of Q2'2023, is Pfizer spinning off any large business segments?",Pfizer,novel-generated,2,0.5,1,1.0,1,0.5
financebench_id_00746,Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,Ulta Beauty,domain-relevant,1,1.0,1,1.0,0,0.0
financebench_id_00521,What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,Ulta Beauty,domain-relevant,3,0.3333333333333333,1,1.0,2,0.6666666666666667
financebench_id_00601,What drove the reduction in SG&A expense as a percent of net sales in FY2023?,Ulta Beauty,novel-generated,1,1.0,1,1.0,0,0.0
financebench_id_00603,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,Ulta Beauty,novel-generated,3,0.3333333333333333,2,0.5,1,0.16666666666666669
financebench_id_00605,What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,Ulta Beauty,novel-generated,3,0.3333333333333333,2,0.5,1,0.16666666666666669
financebench_id_00606,Did Ulta Beauty's wages expense as a percent of net sales increase or decrease in FY2023?,Ulta Beauty,novel-generated,2,0.5,2,0.5,0,0.0
financebench_id_00859,"Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, which one had the highest notional value in FY 2021?",Verizon,novel-generated,3,0.3333333333333333,2,0.5,1,0.16666666666666669
