financebench_id,mode,question_type,provider,model,temperature,template_alias,question,gold_answer,generated_answer,refusal_detected,refusal_confidence,llm_graded_score,llm_graded_facts_present,llm_graded_facts_missing,nem_match,nem_gold_num,nem_gen_num,nem_relative_error,nem_error_category,llm_binary_match,llm_binary_gold_num,llm_binary_gen_num,llm_binary_relative_error,llm_binary_error_category,token_f1,token_precision,token_recall,token_gold_count,token_gen_count,token_common_count
financebench_id_08286,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY...",$11588.00,"$11,588 million",False,1.0,,,,True,11588.0,11588.0,0.0,exact_match,True,11588.0,11588.0,0.0,exact_match,,,,,,
financebench_id_03882,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the persp...,$1616.00,Data not available.,True,1.0,,,,False,1616.0,,,refusal,False,1616.0,,,refusal,,,,,,
financebench_id_03069,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,Answer the following question as if you are an equity research analyst and have lost internet connec...,4.2%,5%,False,1.0,,,,False,4.2,5.0,19.047619047619044,out_of_tolerance,False,4.2,5.0,19.047619047619044,out_of_tolerance,,,,,,
financebench_id_05718,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or...,$0.40,$1.2 billion,False,1.0,,,,False,0.4,1.2,199.99999999999997,out_of_tolerance,False,0.4,1200.0,299899.99999999994,out_of_tolerance,,,,,,
financebench_id_04254,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Basing your judgments off of the cash flow statement and the income statement, what is American Wate...",$1832.00,"$1,200 million",False,1.0,,,,False,1832.0,1200.0,34.49781659388647,out_of_tolerance,False,1832.0,1200.0,34.49781659388647,out_of_tolerance,,,,,,
financebench_id_02608,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 ye...",2.8%,3.5%,False,1.0,,,,False,2.8,3.5,25.000000000000007,out_of_tolerance,False,2.8,3.5,25.000000000000007,out_of_tolerance,,,,,,
financebench_id_04417,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base y...,$5409.00,"$3,000 million",False,1.0,,,,False,5409.0,3000.0,44.53688297282307,out_of_tolerance,False,5409.0,3000.0,44.53688297282307,out_of_tolerance,,,,,,
financebench_id_04660,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working...",1.73,1.50,False,1.0,,,,False,1.73,1.5,13.294797687861271,out_of_tolerance,False,1.73,1.5,13.294797687861271,out_of_tolerance,,,,,,
financebench_id_03838,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer i...,101.5%,102.1%,False,1.0,,,,True,101.5,102.1,0.5911330049261028,within_tolerance,True,101.5,102.1,0.5911330049261028,within_tolerance,,,,,,
financebench_id_07661,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Using the cash flow statement, answer the following question to the best of your abilities: how much...",$382.00,"$1,000 million",False,1.0,,,,False,382.0,1000.0,161.7801047120419,out_of_tolerance,False,382.0,1000.0,161.7801047120419,out_of_tolerance,,,,,,
financebench_id_10285,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We need to calculate a financial metric by using information only provided within the balance sheet....,$12645.00,Data not available.,True,1.0,,,,False,12645.0,,,refusal,False,12645.0,,,refusal,,,,,,
financebench_id_03473,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2017 return on assets (ROA) for Coca Cola? ROA is defined as: FY2017 net income / (ave...,0.01,6.86%,False,1.0,,,,False,0.01,6.86,586.0,out_of_tolerance,False,0.01,6.86,68500.0,out_of_tolerance,,,,,,
financebench_id_09724,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clear...,39.7%,40.54%,False,1.0,,,,True,39.7,40.54,2.115869017632232,within_tolerance,True,39.7,40.54,2.115869017632232,within_tolerance,,,,,,
financebench_id_06272,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Coca Cola's FY2022 dividend payout ratio (using total cash dividends paid and net income att...,0.8,78.95%,False,1.0,,,,True,0.8,78.95,1.3124999999999964,within_tolerance,False,0.8,78.95,9768.75,out_of_tolerance,,,,,,
financebench_id_10130,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Based on the information provided primarily in the balance sheet and the statement of income, what i...",63.86,77.69 days,False,1.0,,,,False,63.86,77.69,21.656749138740995,out_of_tolerance,False,63.86,77.69,21.656749138740995,out_of_tolerance,,,,,,
financebench_id_02981,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 ...",10.3%,12.1%,False,1.0,,,,False,10.3,12.1,17.475728155339795,out_of_tolerance,False,10.3,12.1,17.475728155339795,out_of_tolerance,,,,,,
financebench_id_04209,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Using only the information within the balance sheet, how much total assets did Costco have at the en...",$59268.00,"$59,431 million",False,1.0,,,,True,59268.0,59431.0,0.27502193426469596,within_tolerance,True,59268.0,59431.0,0.27502193426469596,within_tolerance,,,,,,
financebench_id_05915,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2018 fixed asset turnover ratio for CVS Health? Fixed asset turnover ratio is defined ...,17.98,5.22,False,1.0,,,,False,17.98,5.22,70.96774193548387,out_of_tolerance,False,17.98,5.22,70.96774193548387,out_of_tolerance,,,,,,
financebench_id_04103,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO...,-3.7,108.35 days,False,1.0,,,,False,-3.7,108.35,3028.3783783783783,out_of_tolerance,False,-3.7,108.35,3028.3783783783783,out_of_tolerance,,,,,,
financebench_id_03471,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"By drawing conclusions from the information stated only in the statement of financial position, what...",0.68,2.00,False,1.0,,,,False,0.68,2.0,194.11764705882348,out_of_tolerance,False,0.68,2.0,194.11764705882348,out_of_tolerance,,,,,,
financebench_id_04854,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"According to the information provided in the statement of cash flows, what is the FY2020 free cash f...",$3215.00,$900 million,False,1.0,,,,False,3215.0,900.0,72.00622083981337,out_of_tolerance,False,3215.0,900.0,72.00622083981337,out_of_tolerance,,,,,,
financebench_id_10136,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We want to calculate a financial metric. Please help us compute it by basing your answers off of the...,0.54,50.00%,False,1.0,,,,False,0.54,50.0,7.4074074074074066,out_of_tolerance,False,0.54,0.5,7.407407407407414,out_of_tolerance,,,,,,
financebench_id_10499,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY20...,6.25,4.55,False,1.0,,,,False,6.25,4.55,27.200000000000003,out_of_tolerance,False,6.25,4.55,27.200000000000003,out_of_tolerance,,,,,,
financebench_id_04412,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We need to calculate a reasonable approximation (or exact number if possible) of a financial metric....,1.33,1.37,False,1.0,,,,True,1.33,1.37,3.0075187969924837,within_tolerance,True,1.33,1.37,3.0075187969924837,within_tolerance,,,,,,
financebench_id_03031,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current as...,$5818.00,"$5,000 million",False,1.0,,,,False,5818.0,5000.0,14.059814369199037,out_of_tolerance,False,5818.0,5000.0,14.059814369199037,out_of_tolerance,,,,,,
financebench_id_03718,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and ...,0.4%,1.5%,False,1.0,,,,False,0.4,1.5,275.0,out_of_tolerance,False,0.4,1.5,275.0,out_of_tolerance,,,,,,
financebench_id_04171,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payab...",$303.00,"$1,200 million",False,1.0,,,,False,303.0,1200.0,296.03960396039605,out_of_tolerance,False,303.0,1200.0,296.03960396039605,out_of_tolerance,,,,,,
financebench_id_03849,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in uni...,7.9%,10.0%,False,1.0,,,,False,7.9,10.0,26.58227848101265,out_of_tolerance,False,7.9,10.0,26.58227848101265,out_of_tolerance,,,,,,
financebench_id_04700,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to th...,$32780.00,"$25,000 million",False,1.0,,,,False,32780.0,25000.0,23.733984136668703,out_of_tolerance,False,32780.0,25000.0,23.733984136668703,out_of_tolerance,,,,,,
financebench_id_04458,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We want to calculate a financial metric. Please help us compute it by basing your answers off of the...,5.4%,22.09%,False,1.0,,,,False,5.4,22.09,309.074074074074,out_of_tolerance,False,5.4,22.09,309.074074074074,out_of_tolerance,,,,,,
financebench_id_03282,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments o...,$5466.00,"$4,200 million",False,1.0,,,,False,5466.0,4200.0,23.161361141602637,out_of_tolerance,False,5466.0,4200.0,23.161361141602637,out_of_tolerance,,,,,,
financebench_id_04302,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We need to calculate a reasonable approximation (or exact number if possible) of a financial metric....,55.1%,39.8%,False,1.0,,,,False,55.1,39.8,27.767695099818518,out_of_tolerance,False,55.1,39.8,27.767695099818518,out_of_tolerance,,,,,,
financebench_id_03531,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"According to the details clearly outlined within the balance sheet, how much total current assets di...",$16525.00,"$6,700 million",False,1.0,,,,False,16525.0,6700.0,59.4553706505295,out_of_tolerance,False,16525.0,6700.0,59.4553706505295,out_of_tolerance,,,,,,
financebench_id_04080,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"When primarily referencing the income statement and the statement of financial position, what is the...",3.46,4.00,False,1.0,,,,False,3.46,4.0,15.606936416184972,out_of_tolerance,False,3.46,4.0,15.606936416184972,out_of_tolerance,,,,,,
financebench_id_04980,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question...,$4.60,$4.2 billion,False,1.0,,,,False,4.6,4.2,8.695652173913032,out_of_tolerance,False,4.6,4.2,8.695652173913032,out_of_tolerance,,,,,,
financebench_id_03620,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted ...,$9068.00,"$10,500 million",False,1.0,,,,False,9068.0,10500.0,15.791795324217025,out_of_tolerance,False,9068.0,10500.0,15.791795324217025,out_of_tolerance,,,,,,
financebench_id_04481,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjus...,16.5%,16.25%,False,1.0,,,,True,16.5,16.25,1.5151515151515151,within_tolerance,True,16.5,16.25,1.5151515151515151,within_tolerance,,,,,,
financebench_id_06247,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average account...,42.69,DPO calculation requires specific financial data.,False,1.0,,,,False,42.69,,,refusal,False,42.69,,,refusal,,,,,,
financebench_id_04784,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 ...",0.2%,0.3%,False,1.0,,,,False,0.2,0.3,49.999999999999986,out_of_tolerance,False,0.2,0.3,49.999999999999986,out_of_tolerance,,,,,,
financebench_id_06741,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted...,6.2%,6.5%,False,1.0,,,,True,6.2,6.5,4.838709677419352,within_tolerance,True,6.2,6.5,4.838709677419352,within_tolerance,,,,,,
financebench_id_03029,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2018 capital expenditure amount (in USD millions) for 3M? Give a response to the quest...,$1577.00,"$1,603 million",False,1.0,,,,True,1577.0,1603.0,1.6487000634115407,within_tolerance,True,1577.0,1603.0,1.6487000634115407,within_tolerance,,,,,,
financebench_id_04672,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,Assume that you are a public equities analyst. Answer the following question by primarily using info...,$8.70,$8.8 billion,False,1.0,,,,True,8.7,8.8,1.1494252873563382,within_tolerance,True,8.7,8.8,1.1494252873563382,within_tolerance,,,,,,
financebench_id_02987,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2019 fixed asset turnover ratio for Activision Blizzard? Fixed asset turnover ratio is...,24.26,17.54,False,1.0,,,,False,24.26,17.54,27.699917559769176,out_of_tolerance,False,24.26,17.54,27.699917559769176,out_of_tolerance,,,,,,
financebench_id_07966,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2017 - FY2019 3 year average of capex as a % of revenue for Activision Blizzard? Answe...,1.9%,2.5%,False,1.0,,,,False,1.9,2.5,31.578947368421055,out_of_tolerance,False,1.9,2.5,31.578947368421055,out_of_tolerance,,,,,,
financebench_id_04735,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,You are an investment banker and your only resource(s) to answer the following question is (are): th...,0.66,1.25,False,1.0,,,,False,0.66,1.25,89.39393939393938,out_of_tolerance,False,0.66,1.25,89.39393939393938,out_of_tolerance,,,,,,
financebench_id_07507,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Adobe's year-over-year change in unadjusted operating income from FY2015 to FY2016 (in units...,65.4%,39.4%,False,1.0,,,,False,65.4,39.4,39.755351681957194,out_of_tolerance,False,65.4,39.4,39.755351681957194,out_of_tolerance,,,,,,
financebench_id_03856,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2017 operating cash flow ratio for Adobe? Operating cash flow ratio is defined as: cas...,0.83,1.11,False,1.0,,,,False,0.83,1.11,33.734939759036166,out_of_tolerance,False,0.83,1.11,33.734939759036166,out_of_tolerance,,,,,,
financebench_id_10420,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,Based on the information provided primarily in the statement of financial position and the statement...,-0.02,4.76%,False,1.0,,,,False,-0.02,4.76,23899.999999999996,out_of_tolerance,False,-0.02,4.76,23899.999999999996,out_of_tolerance,,,,,,
financebench_id_06655,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts p...,93.86,59.88 days,False,1.0,,,,False,93.86,59.88,36.202855316428725,out_of_tolerance,False,93.86,59.88,36.202855316428725,out_of_tolerance,,,,,,
financebench_id_08135,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Amazon's year-over-year change in revenue from FY2016 to FY2017 (in units of percents and ro...,30.8%,30.8%,False,1.0,,,,True,30.8,30.8,0.0,exact_match,True,30.8,30.8,0.0,exact_match,,,,,,
financebench_id_08286,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY...",$11588.00,"$11,588 million",False,1.0,,,,True,11588.0,11588.0,0.0,exact_match,True,11588.0,11588.0,0.0,exact_match,,,,,,
financebench_id_03882,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the persp...,$1616.00,"$1,100 million",False,1.0,,,,False,1616.0,1100.0,31.93069306930693,out_of_tolerance,False,1616.0,1100.0,31.93069306930693,out_of_tolerance,,,,,,
financebench_id_03069,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,Answer the following question as if you are an equity research analyst and have lost internet connec...,4.2%,7.5%,False,1.0,,,,False,4.2,7.5,78.57142857142856,out_of_tolerance,False,4.2,7.5,78.57142857142856,out_of_tolerance,,,,,,
financebench_id_05718,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or...,$0.40,$442 million,False,1.0,,,,False,0.4,442.0,110400.0,out_of_tolerance,False,0.4,442.0,110400.0,out_of_tolerance,,,,,,
financebench_id_04254,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Basing your judgments off of the cash flow statement and the income statement, what is American Wate...",$1832.00,"$1,726 million",False,1.0,,,,False,1832.0,1726.0,5.786026200873363,out_of_tolerance,False,1832.0,1726.0,5.786026200873363,out_of_tolerance,,,,,,
financebench_id_02608,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 ye...",2.8%,2.9%,False,1.0,,,,True,2.8,2.9,3.5714285714285747,within_tolerance,True,2.8,2.9,3.5714285714285747,within_tolerance,,,,,,
financebench_id_04417,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base y...,$5409.00,"$5,186 million",False,1.0,,,,True,5409.0,5186.0,4.122758365686819,within_tolerance,True,5409.0,5186.0,4.122758365686819,within_tolerance,,,,,,
financebench_id_04660,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working...",1.73,1.11,False,1.0,,,,False,1.73,1.11,35.838150289017335,out_of_tolerance,False,1.73,1.11,35.838150289017335,out_of_tolerance,,,,,,
financebench_id_03838,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer i...,101.5%,110.2%,False,1.0,,,,False,101.5,110.2,8.571428571428575,out_of_tolerance,False,101.5,110.2,8.571428571428575,out_of_tolerance,,,,,,
financebench_id_07661,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Using the cash flow statement, answer the following question to the best of your abilities: how much...",$382.00,$382 million,False,1.0,,,,True,382.0,382.0,0.0,exact_match,True,382.0,382.0,0.0,exact_match,,,,,,
financebench_id_10285,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We need to calculate a financial metric by using information only provided within the balance sheet....,$12645.00,"$12,824 million",False,1.0,,,,True,12645.0,12824.0,1.4155792803479637,within_tolerance,True,12645.0,12824.0,1.4155792803479637,within_tolerance,,,,,,
financebench_id_03473,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2017 return on assets (ROA) for Coca Cola? ROA is defined as: FY2017 net income / (ave...,0.01,1.43%,False,1.0,,,,False,0.01,1.43,42.99999999999999,out_of_tolerance,False,0.01,1.43,14200.0,out_of_tolerance,,,,,,
financebench_id_09724,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clear...,39.7%,39.73%,False,1.0,,,,True,39.7,39.73,0.07556675062970789,within_tolerance,True,39.7,39.73,0.07556675062970789,within_tolerance,,,,,,
financebench_id_06272,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Coca Cola's FY2022 dividend payout ratio (using total cash dividends paid and net income att...,0.8,80.00%,False,1.0,,,,True,0.8,80.0,0.0,exact_match,False,0.8,80.0,9900.0,out_of_tolerance,,,,,,
financebench_id_10130,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Based on the information provided primarily in the balance sheet and the statement of income, what i...",63.86,78.82 days,False,1.0,,,,False,63.86,78.82,23.426244910742238,out_of_tolerance,False,63.86,78.82,23.426244910742238,out_of_tolerance,,,,,,
financebench_id_02981,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 ...",10.3%,13.0%,False,1.0,,,,False,10.3,13.0,26.213592233009702,out_of_tolerance,False,10.3,13.0,26.213592233009702,out_of_tolerance,,,,,,
financebench_id_04209,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Using only the information within the balance sheet, how much total assets did Costco have at the en...",$59268.00,"$59,268 million",False,1.0,,,,True,59268.0,59268.0,0.0,exact_match,True,59268.0,59268.0,0.0,exact_match,,,,,,
financebench_id_05915,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2018 fixed asset turnover ratio for CVS Health? Fixed asset turnover ratio is defined ...,17.98,19.99,False,1.0,,,,False,17.98,19.99,11.17908787541712,out_of_tolerance,False,17.98,19.99,11.17908787541712,out_of_tolerance,,,,,,
financebench_id_04103,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO...,-3.7,The exact CCC value cannot be determined without s...,True,1.0,,,,False,-3.7,,,refusal,False,-3.7,,,refusal,,,,,,
financebench_id_03471,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"By drawing conclusions from the information stated only in the statement of financial position, what...",0.68,N/A (requires specific balance sheet data),True,1.0,,,,False,0.68,,,refusal,False,0.68,,,refusal,,,,,,
financebench_id_04854,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"According to the information provided in the statement of cash flows, what is the FY2020 free cash f...",$3215.00,"$2,700 million",False,1.0,,,,False,3215.0,2700.0,16.018662519440124,out_of_tolerance,False,3215.0,2700.0,16.018662519440124,out_of_tolerance,,,,,,
financebench_id_10136,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We want to calculate a financial metric. Please help us compute it by basing your answers off of the...,0.54,55.56%,False,1.0,,,,True,0.54,55.56,2.8888888888888933,within_tolerance,False,0.54,55.56,10188.888888888889,out_of_tolerance,,,,,,
financebench_id_10499,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY20...,6.25,7.27,False,1.0,,,,False,6.25,7.27,16.319999999999993,out_of_tolerance,False,6.25,7.27,16.319999999999993,out_of_tolerance,,,,,,
financebench_id_04412,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We need to calculate a reasonable approximation (or exact number if possible) of a financial metric....,1.33,1.33,False,1.0,,,,True,1.33,1.33,0.0,exact_match,True,1.33,1.33,0.0,exact_match,,,,,,
